www.test1.com 63
www.test2.com 10
www.test3.com 55
www.test4.com 69
www.apple.com 10
www.microsoft.com 12
www.goodreads.com 22
www.geeksforgeeks.com 13
www.twitter.com 54
www.instagram.com 45
www.anghami.org 0
www.netflix.com 34
www.auc.com 65
www.guc.com 43
www.wikipedia.com 45
www.youtube.com 55
www.chef.com 64
www.blackboard.com 96
www.fifa.com 13
www.samsung.com 31
www.cocacola.com 21
www.facebook.com 13
www.grammarly.com 0
www.dictionary.com 43
www.calvinklein.com 55
www.booking.com 77
www.webassign.com 44
www.turnitin.com 66
www.desmos.com 48
www.discord.com 48
www.whatsapp.com 88
